Algèbre PROPN Algèbre
des ADP de
réels NOUN réel
Ensemble NOUN ensemble
des ADP de
rationnels NOUN rationnel
ou CCONJ ou
des DET un
réels ADJ réel
strictement ADV strictement
positifs ADJ positif
Ensemble NOUN ensemble
des ADP de
complexes NOUN complexe
Ensemble NOUN ensemble
des ADP de
rationnels NOUN rationnel
ou CCONJ ou
des DET un
réels NOUN réel
ou CCONJ ou
des DET un
complexes ADJ complexe
non ADV non
nuls ADJ nul
Corps NOUN corps
commutatif ADJ commutatif
quelconque ADJ quelconque
( PUNCT (
désigne VERB désigne
souvent ADV souvent
R ADJ r
ou CCONJ ou
C NOUN c
, PUNCT ,
en ADP en
ce DET ce
cas NOUN cas
, PUNCT ,
c' PRON ce
est AUX être
signalé VERB signaler
en ADP en
début NOUN début
de ADP de
chapitre NOUN chapitre
) PUNCT )
Ensemble NOUN ensemble
des ADP de
n NOUN n
- PUNCT -
uplets NOUN uplet
( PUNCT (
si SCONJ si
n NOUN n
2 NUM 2
, PUNCT ,
on PRON on
parle VERB parle
de ADP de
couple NOUN couple
et CCONJ et
si SCONJ si
n NOUN n
3 NUM 3
, PUNCT ,
on PRON on
parle VERB parle
de ADP de
triplet NOUN triplet
) PUNCT )
un DET un
n NOUN n
- NOUN -
uplet NOUN uplet
sera AUX être
parfois ADV parfois
noté VERB noter
x ADP x
au ADP au
lieu NOUN lieu
de ADP de
( PUNCT (
x1 NOUN x1
, PUNCT ,
. PUNCT .
. PUNCT .
. PUNCT .
, PUNCT ,
xn NUM xn
) PUNCT )
, PUNCT ,
où PRON où
, PUNCT ,
pour ADP pour
tout DET tout
Ensemble NOUN ensemble
des ADP de
permutations NOUN permutation
de ADP de
l' DET le
ensemble NOUN ensemble
E NOUN e
Symbole NOUN symbole
de ADP de
Kronecker PROPN Kronecker
( PUNCT (
vaut VERB valoir
1 NUM 1
, PUNCT ,
si SCONJ si
i VERB i
j PRON j
et CCONJ et
0 NUM 0
sinon ADV sinon
) PUNCT )
Groupe NOUN groupe
des ADP de
permutations NOUN permutation
de ADP de
1 PRON 1
, PUNCT ,
n NOUN n
Signature VERB signature
de ADP de
la DET le
permutation NOUN permutation
Sn NOUN sn
Produit NOUN produit
cartésien ADJ cartésien
d' ADP de
ensembles NOUN ensemble
Produit NOUN produit
cartésien ADJ cartésien
des ADP de
n AUX n
ensembles NOUN ensemble
E1 ADJ e1
, PUNCT ,
. PUNCT .
. PUNCT .
. PUNCT .
, PUNCT ,
En ADP en
Produit NOUN produit
cartésien ADJ cartésien
de ADP de
la DET le
famille NOUN famille
d' ADP de
ensembles NOUN ensemble
( PUNCT (
Ei NOUN ei
) PUNCT )
iI PRON ii
, PUNCT ,
où PRON où
I ADJ i
est AUX être
un DET un
ensemble NOUN ensemble
quelQ ADP quelq
conque ADJ conqu
les DET le
éléments NOUN élément
de ADP de
iI PRON ii
Ei PRON ei
sont AUX être
notés VERB noter
( PUNCT (
xi PRON xi
) PUNCT )
iI PRON ii
où PRON où
, PUNCT ,
pour ADP pour
tout ADV tout
i DET i
I ADJ i
, PUNCT ,
xi CCONJ xi
Ei NOUN ei
Ensemble NOUN ensemble
des ADP de
Q NOUN q
familles NOUN famille
d' ADP de
éléments NOUN élément
de ADP de
l' DET le
ensemble NOUN ensemble
E NOUN e
indexées VERB indexer
par ADP par
l' DET le
ensemble NOUN ensemble
F NOUN f
( PUNCT (
correspond VERB correspondre
à ADP à
iF X iF
Ei X Ei
où PRON où
tous ADJ tout
les DET le
Ei NOUN ei
sont AUX être
égaux ADJ égal
à ADP à
E NOUN e
) PUNCT )
Classe NOUN classe
d' ADP de
équivalence NOUN équivalence
de ADP de
x NOUN x
pour ADP pour
la DET le
relation NOUN relation
R NOUN r
Classe(x PROPN Classe(x
, PUNCT ,
R NOUN r
) PUNCT )
Quantificateurs PROPN Quantificateurs
Quantificateurs ADV quantificateurs
( PUNCT (
usage NOUN usage
) PUNCT )
Quel ADJ quel
que SCONJ que
soit VERB être
. PUNCT .
. PUNCT .
. PUNCT .
( PUNCT (
ou CCONJ ou
Pour ADP pour
tout PRON tout
) PUNCT )
Il PRON il
existe VERB existe
un DET un
unique ADJ unique
. PUNCT .
. PUNCT .
. PUNCT .
Il PRON il
ne ADV ne
existe VERB existe
pas ADV pas
. PUNCT .
. PUNCT .
. PUNCT .
Signifie VERB signifier
x NOUN x
E NOUN e
, PUNCT ,
y PRON y
E NOUN e
L' DET le
écriture NOUN écriture
x NOUN x
, PUNCT ,
y PRON y
E NOUN e
ne ADV ne
est AUX être
pas ADV pas
correcte ADJ correct
! PUNCT !
Opérations PROPN Opérations
Signification NOUN signification
Multiplication NOUN multiplication
externe PROPN externe
Multiplication NOUN multiplication
des ADP de
matrices NOUN matrice
Notations NOUN notation
de ADP de
définitions NOUN définition
Introduit VERB introduire
une DET un
nouvelle ADJ nouveau
notation NOUN notation
Introduit VERB introduire
une DET un
nouvelle ADJ nouveau
définition NOUN définition
Espaces PROPN Espaces
vectoriels NOUN vectoriel
dim ADP dim
E NOUN e
ou CCONJ ou
dim(E NOUN dim(e
) PUNCT )
ou CCONJ ou
dimK NOUN dimk
E NOUN e
ou CCONJ ou
Ensemble NOUN ensemble
des ADP de
fonctions NOUN fonction
définies VERB définir
sur ADP sur
l' DET le
ensemble NOUN ensemble
X NOUN x
à ADP à
valeurs NOUN valeur
dans ADP dans
l' DET le
ensemble NOUN ensemble
Y VERB y
Ensemble NOUN ensemble
des ADP de
fonctions NOUN fonction
continues ADJ continu
définies VERB définir
sur ADP sur
l' DET le
intervalle NOUN intervalle
I ADJ i
R NOUN r
à ADP à
valeurs NOUN valeur
dans ADP dans
Ensemble NOUN ensemble
des ADP de
fonctions NOUN fonction
continues ADJ continu
par ADP par
morceaux NOUN morceau
définies VERB définir
sur ADP sur
l' DET le
intervalle NOUN intervalle
I ADJ i
R NOUN r
à ADP à
valeurs NOUN valeur
dans ADP dans
K NOUN k
R NOUN r
ou CCONJ ou
C NOUN c
Ensemble NOUN ensemble
des ADP de
fonctions NOUN fonction
de ADP de
classe NOUN classe
C NOUN c
k NOUN k
où PRON où
k NOUN k
N NOUN n
, PUNCT ,
définies VERB définir
sur ADP sur
l' DET le
intervalle NOUN intervalle
I ADJ i
R NOUN r
à ADP à
valeurs NOUN valeur
dans ADP dans
K NOUN k
R NOUN r
ou CCONJ ou
C NOUN c
Droite PROPN Droite
vectorielle ADJ vectoriel
engendrée VERB engendrer
par ADP par
x NOUN x
Sous-espace PROPN Sous-espace
vectoriel NOUN vectoriel
de ADP de
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
engendré VERB engendrer
par ADP par
la DET le
partie NOUN partie
A ADP à
Somme PROPN Somme
des ADP de
sous-espaces NOUN sous-espace
vectoriels NOUN vectoriel
E1 ADJ e1
et CCONJ et
E2 ADV e2
d' ADP de
un DET un
même ADJ même
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
Somme PROPN Somme
des ADP de
Ei PROPN Ei
, PUNCT ,
où PRON où
( PUNCT (
Ei NOUN ei
) PUNCT )
iI PRON ii
est AUX être
une DET un
famille NOUN famille
de ADP de
sous-espaces NOUN sous-espace
vectoriels NOUN vectoriel
d' ADP de
un DET un
même ADJ même
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
et CCONJ et
où PRON où
I ADJ i
est AUX être
un DET un
ensemble NOUN ensemble
quelconque ADJ quelconque
Somme PROPN Somme
directe ADJ direct
des ADP de
sous-espaces NOUN sous-espace
vectoriels NOUN vectoriel
E1 ADJ e1
et CCONJ et
E2 ADV e2
d' ADP de
un DET un
même ADJ même
espace NOUN espace
vectoriel ADJ vectoriel
Somme PROPN Somme
directe ADJ direct
des ADP de
Ei PROPN Ei
, PUNCT ,
où PRON où
( PUNCT (
Ei NOUN ei
) PUNCT )
iI PRON ii
est AUX être
une DET un
famille NOUN famille
de ADP de
sous-espaces NOUN sous-espace
vectoriels NOUN vectoriel
d' ADP de
un DET un
même ADV même
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
et CCONJ et
où PRON où
I ADJ i
est AUX être
un DET un
ensemble NOUN ensemble
quelconque ADJ quelconque
La DET le
dimension NOUN dimension
du ADP de
K NOUN k
- PROPN -
espace PROPN espace
vectoriel NOUN vectoriel
E NOUN e
Ensemble NOUN ensemble
des ADP de
applications NOUN application
linéaires ADJ linéaire
de ADP de
l' DET le
espace NOUN espace
vectoriel VERB vectoriel
E NOUN e
dans ADP dans
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
E NOUN e
) PUNCT )
, PUNCT ,
ensemble NOUN ensemble
des ADP de
endomorphismes NOUN endomorphisme
de ADP de
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
Ensemble NOUN ensemble
des ADP de
automorphismes NOUN automorphisme
de ADP de
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
K NOUN k
) PUNCT )
, PUNCT ,
où PRON où
E NOUN e
est AUX être
un DET un
K NOUN k
- NOUN -
espace PROPN espace
vectoriel VERB vectoriel
c' PRON ce
est AUX être
l' DET le
ensemble NOUN ensemble
des ADP de
formes NOUN forme
linéaires ADJ linéaire
sur ADP sur
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
( PUNCT (
noter VERB noter
le DET le
? PUNCT ?
et CCONJ et
non ADV non
pas ADV pas
) PUNCT )
Noyau NOUN noyau
d' ADP de
une DET un
application NOUN application
linéaire ADJ linéaire
f PUNCT f
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
F NOUN f
) PUNCT )
Image NOUN image
d' ADP de
une DET un
application NOUN application
linéaire ADJ linéaire
f PUNCT f
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
F NOUN f
) PUNCT )
Application NOUN application
linéaire ADJ linéaire
identité NOUN identité
de ADP de
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
Restriction NOUN restriction
d' ADP de
une DET un
application NOUN application
linéaire ADJ linéaire
f PUNCT f
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
F NOUN f
) PUNCT )
à ADP à
un DET un
sous-espace NOUN sous-espace
vectoriel NOUN vectoriel
Co-restriction NOUN co-restriction
d' ADP de
une DET un
application NOUN application
linéaire ADJ linéaire
f PUNCT f
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
F NOUN f
) PUNCT )
à ADP à
un DET un
sous-espace NOUN sous-espace
vectoriel NOUN vectoriel
F NOUN f
0 NUM 0
de ADP de
F NOUN f
contenant VERB contenir
Im(f NOUN im(f
) PUNCT )
Projection NOUN projection
sur ADP sur
F NOUN f
parallèlement ADV parallèlement
à ADP à
G PROPN G
, PUNCT ,
où PRON où
E NOUN e
F NOUN f
G NOUN gramme
Symétrie NOUN symétrie
par ADP par
rapport NOUN rapport
à ADP à
F NOUN f
parallèlement ADV parallèlement
à ADP à
G NOUN gramme
Rang NOUN rang
de ADP de
l' DET le
application NOUN application
linéaire ADJ linéaire
f NOUN f
Famille PROPN Famille
duale ADJ dual
de ADP de
la DET le
base NOUN base
( PUNCT (
ei NOUN ei
) PUNCT )
iI PRON ii
d' ADP de
un DET un
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
Dimension NOUN dimension
d' ADP de
un DET un
supplémentaire ADJ supplémentaire
de ADP de
F NOUN f
Ensemble NOUN ensemble
des ADP de
solutions NOUN solution
du ADP de
système NOUN système
linéaire ADJ linéaire
S NOUN s
Matrice NOUN matrice
n AUX n
p NOUN p
dont PRON dont
les DET le
coefficients NOUN coefficient
sont AUX être
les DET le
( PUNCT (
ai PROPN avoir
, PUNCT ,
j PROPN j
) PUNCT )
( PUNCT (
i X i
, PUNCT ,
j)1,n1,p PROPN j)1,n1,p
Im(A NOUN im(a
) PUNCT )
, PUNCT ,
Ker(A PROPN Ker(A
) PUNCT )
, PUNCT ,
rang(A NOUN rang(a
) PUNCT )
Déterminants PROPN Déterminants
Signification NOUN signification
Nous PRON nous
utiliserons VERB utiliser
systématiquement ADV systématiquement
les DET le
crochets NOUN crochet
pour ADP pour
noter VERB noter
les DET le
matrices NOUN matrice
! PUNCT !
Ensemble NOUN ensemble
des ADP de
matrices NOUN matrice
à ADP à
coefficients NOUN coefficient
dans ADP dans
l' DET le
ensemble NOUN ensemble
A PRON a
ayant AUX avoir
n ADV n
lignes NOUN ligne
et CCONJ et
p NOUN p
colonnes ADJ colonne
Matrice NOUN matrice
identité NOUN identité
de ADP de
Mp PROPN Mp
( PUNCT (
K NOUN k
) PUNCT )
Matrice NOUN matrice
nulle ADJ nul
de ADP de
Mn NOUN minute
, PUNCT ,
p NOUN p
( PUNCT (
K NOUN k
) PUNCT )
Matrice NOUN matrice
du ADP de
vecteur NOUN vecteur
x NOUN x
E NOUN e
dans ADP dans
la DET le
base NOUN base
E NOUN e
de ADP de
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
Matrice NOUN matrice
de ADP de
l' DET le
application NOUN application
linéaire ADJ linéaire
f PUNCT f
L NOUN l
( PUNCT (
E NOUN e
, PUNCT ,
E NOUN e
0 NUM 0
) PUNCT )
dans ADP dans
les DET le
bases NOUN base
E NOUN e
de ADP de
E NOUN e
et CCONJ et
E NOUN e
0 NUM 0
de ADP de
Matrice NOUN matrice
de ADP de
l' DET le
endomorphisme NOUN endomorphisme
f CCONJ f
L NOUN l
( PUNCT (
E NOUN e
) PUNCT )
dans ADP dans
la DET le
base NOUN base
E NOUN e
de ADP de
E NOUN e
( PUNCT (
correspond VERB correspondre
à ADP à
Matrice NOUN matrice
ne ADV ne
contenant VERB contenir
que SCONJ que
des DET un
0 PRON 0
sauf ADP sauf
sur ADP sur
la DET le
k PROPN k
- NOUN -
ième ADJ ième
ligne NOUN ligne
et CCONJ et
la DET le
l NOUN l
- PROPN -
ième ADJ ième
colonne NOUN colonne
où PRON où
il PRON il
y PRON y
a VERB avoir
un DET un
1 NUM 1
( PUNCT (
Attention NOUN attention
: PUNCT :
les DET le
dimensions NOUN dimension
de ADP de
ces DET ce
matrices NOUN matrice
ne ADV ne
sont AUX être
pas ADV pas
précisées VERB préciser
... PUNCT ...
) PUNCT )
Transposée VERB transposer
de ADP de
A NOUN a
, PUNCT ,
où PRON où
A VERB avoir
Mn NOUN minute
, PUNCT ,
p NOUN p
( PUNCT (
K NOUN k
) PUNCT )
Ensemble NOUN ensemble
des ADP de
matrices NOUN matrice
symétriques ADJ symétrique
de ADP de
Mp PROPN Mp
( PUNCT (
K NOUN k
) PUNCT )
Ensemble NOUN ensemble
des ADP de
matrices NOUN matrice
antisymétriques ADJ antisymétrique
de ADP de
Mp PROPN Mp
( PUNCT (
K NOUN k
) PUNCT )
Matrice NOUN matrice
diagonale ADJ diagonal
Ensemble NOUN ensemble
des ADP de
matrices NOUN matrice
diagonales ADJ diagonal
de ADP de
Mp PROPN Mp
( PUNCT (
K NOUN k
) PUNCT )
Matrice NOUN matrice
du ADP de
système NOUN système
de ADP de
vecteurs NOUN vecteur
X NOUN x
( PUNCT (
x1 NOUN x1
, PUNCT ,
. PUNCT .
. PUNCT .
. PUNCT .
, PUNCT ,
xp NOUN xp
) PUNCT )
E NOUN e
p NOUN p
( PUNCT (
p NOUN p
N ADJ n
) PUNCT )
dans ADP dans
la DET le
base NOUN base
E NOUN e
de ADP de
l' DET le
espace NOUN espace
vectoriel NOUN vectoriel
E NOUN e
MatE PROPN MatE
( PUNCT (
B NOUN b
) PUNCT )
, PUNCT ,
matrice NOUN matrice
de ADP de
passage NOUN passage
de ADP de
E NOUN e
à ADP à
B NOUN b
Matrice NOUN matrice
de ADP de
Mn NOUN minute
, PUNCT ,
p NOUN p
( PUNCT (
K NOUN k
) PUNCT )
ne ADV ne
contenant VERB contenir
que SCONJ que
des DET un
0 NUM 0
, PUNCT ,
sauf ADP sauf
lorsque SCONJ lorsque
i DET i
j PRON j
1 NUM 1
, PUNCT ,
r X r
où PRON où
il PRON il
y PRON y
a VERB avoir
Matrice NOUN matrice
de ADP de
transvection NOUN transvection
dans ADP dans
Mp PROPN Mp
( PUNCT (
K NOUN k
) PUNCT )
( PUNCT (
où PRON où
p NOUN p
max(k PROPN max(k
, PUNCT ,
l NOUN l
) PUNCT )
) PUNCT )
, PUNCT ,
égale ADJ égal
à ADP à
Ip PROPN Ip
.Ek PROPN .Ek
, PUNCT ,
l DET l
Matrice NOUN matrice
de ADP de
dilatation NOUN dilatation
dans ADP dans
Mp PROPN Mp
( PUNCT (
K NOUN k
) PUNCT )
( PUNCT (
où PRON où
p NOUN p
n NOUN n
) PUNCT )
, PUNCT ,
égale ADJ égal
à ADP à
Ip PROPN Ip
( PUNCT (
1).Ek PROPN 1).Ek
, PUNCT ,
k X k
Matrice NOUN matrice
de ADP de
permutation NOUN permutation
Groupe NOUN groupe
des ADP de
matrices NOUN matrice
inversibles ADJ inversible
d' ADP de
ordre NOUN ordre
n NOUN n
à ADP à
coefficients NOUN coefficient
dans ADP dans
K NOUN k
Ensemble NOUN ensemble
des ADP de
matrices NOUN matrice
triangulaires ADJ triangulaire
supérieures ADJ supérieur
d' ADP de
ordre NOUN ordre
n NOUN n
à ADP à
coefficients NOUN coefficient
dans ADP dans
K NOUN k
Ensemble NOUN ensemble
des ADP de
matrices NOUN matrice
triangulaires ADJ triangulaire
inférieures ADJ inférieur
d' ADP de
ordre NOUN ordre
n NOUN n
à ADP à
coefficients NOUN coefficient
dans ADP dans
K NOUN k
Trace NOUN trace
de ADP de
la DET le
matrice NOUN matrice
A NOUN a
Image NOUN image
, PUNCT ,
noyau NOUN noyau
et CCONJ et
rang NOUN rang
d' ADP de
une DET un
matrice NOUN matrice
A NOUN a
Mn NOUN minute
, PUNCT ,
p NOUN p
( PUNCT (
K NOUN k
) PUNCT )
Produit NOUN produit
de ADP de
Kronecker PROPN Kronecker
des ADP de
matrices NOUN matrice
A NOUN a
et CCONJ et
B NOUN b
A NOUN a
semblable ADJ semblable
à ADP à
B NOUN b
A NOUN a
équivalente ADJ équivalent
à ADP à
B NOUN b
Cofacteuri PROPN Cofacteuri
, PUNCT ,
j PROPN j
( PUNCT (
A NOUN a
) PUNCT )
Déterminant X Déterminant
de ADP de
la DET le
matrice NOUN matrice
Déterminant VERB déterminer
des ADP de
vecteurs NOUN vecteur
( PUNCT (
x1 NOUN x1
, PUNCT ,
. PUNCT .
. PUNCT .
. PUNCT .
, PUNCT ,
xn VERB xn
) PUNCT )
dans ADP dans
la DET le
base NOUN base
E NOUN e
Déterminant VERB déterminer
d' ADP de
un DET un
endomorphisme NOUN endomorphisme
u ADP u
L NOUN l
( PUNCT (
E NOUN e
) PUNCT )
Cofacteur PROPN Cofacteur
d' ADP de
indices NOUN indice
( PUNCT (
i NOUN i
, PUNCT ,
j PROPN j
) PUNCT )
de ADP de
la DET le
matrice NOUN matrice
A NOUN a
Comatrice PROPN Comatrice
de ADP de
A X A
Déterminant VERB déterminer
de ADP de
Vandermonde PROPN Vandermonde
Ensemble NOUN ensemble
des ADP de
formes NOUN forme
p NOUN p
- PUNCT -
linéaires ADJ linéaire
de ADP de
E NOUN e
dans ADP dans
K NOUN k
Ensemble NOUN ensemble
des ADP de
formes NOUN forme
p NOUN p
- PUNCT -
linéaires ADJ linéaire
symétriques ADJ symétrique
de ADP de
E NOUN e
dans ADP dans
K NOUN k
